Comment 
	Author 
und absolviert durch Einsatz der ukrainischen Armee im Donbass im Rahmen der Antiterroroperation (ATO).
Und das dauert 5 Jahre.
	Fremdhier
	Das Krim-Referendum fand am 16.März 2014 (morgen vor 5 Jahren), also keine drei Monate unter Waffengewalt. Dieses Referendum bestätgte lediglich Ergebnisse der vorherigen Referenden: die Krim will zu Russland.
Warum fehlen Krim-Einwohner in Ihrer Darstellung? Waren sie neutral, für oder gegen die Heimkehr? Warum durften Maidan-Aktivisten in Kiew legitim, jedoch Antimaidan-Aktivisten auf der Krim nicht legitim sein?
Die Grenzverschiebung war in der Ukraine nur ein weiterer Fall nach der Unterzeichnung der KSZE-Schlussakte 1975. Wo bleiben Sanktionen der EU gegen die USA und einzelne EU-Mitglieder für Jugoskawien?
	Fremdhier
	Es wäre gut, auf selektive Anwendung des Völkerrechts zu verzichten gegenüber allen Staaten mit gleichem Maß anzuwenden.
	Fremdhier
	Das rechtfertigt aber keinen Völkerrechtsbruch. So musste die Unabhängigkeit des Kosovo nicht nur als Rechtfertigung der Annexion der Krim herhalten, sondern auch für die gleichermassen illegale Anerkennung von Südossetien und Abchasien durch Moskau. Wenn der Kreml die Unabängigkeit des Kosovo kritisiert, dann sollte er sich gegen letztere einsetzen. Stattdessen nimmt er sie als Ausrede für eigene Sauereien. Es ist die - aud der SU bekannte - Logik von Banditen, der der Kreml folgt.
	lennon68
	Es geht hier doch nur darum Russland wieder zu bestrafen, das sie ihr Land Hoheitsgewässer schützen wollten.
Die Amerikaner und Europäer unterstützen ganz gezielt und bewusst die Aggressive Politik eines Poroschenko gegen Russland.Den Amerikanern geht es nur darum eine Breite Aufmarschbasis zur Vorbereitung eines Krieges gegen Russland zu erhalten, natürlich Unterstützt Europa die Aktiven dieser Kriegsvorbereitung, allen voran Deutschland einfach widerwärtig nach seiner Vergangenheit.Langfristig haben die Amerikaner diesen Plan vorbereitet und auch zielgerichtet verfolgt.Das wichtigste dabei war eine Marionette in der Ukraine einzusetzen, als Vorbereitung
wurden Nationalisten mit Faschistischer Vergangenheit Alls Rebellen angeworben und eingesetzt, daraus folgte der Maidan und die Zerstörung eines Landes ganz nach langjähriger Manier und Erfahrung der Amerikaner, als Blaupause bildete der Fall Artischocke von 1953 im Iran.Nur hier geht es um mehr nämlich eine Krieg gegen Russland mit Unterstützung der Europäer vorzubereiten.Warum verhindern die Amerikaner und Europäer das Staaten Friedlich miteinander Leben können ohne das sie sich den Amerikanern unterwerfen, wie ganz Europa bereits getan hat.
	zentrum
	"Und Putin reibt sich wieder die Hände."Keinswegs. Er streichelt eine weiße Katze.@Zeit: Mich würde noch interessieren, ob "nationalistisch" in dem Artikel wirklich so gemeint ist oder ob der Begriff falsch angewendet wurde.'Davon gehe ich aus. Gemeint war vermutlich "banderistisch."
	Reverend Wicks Cherrycoke
	Also von prorussischen Äußerungen der Sängerin habe ich nichts gelesen. Wohl aber von massivem politischem Druck von Seiten nationalistischer Politiker und des Senders.Der dürfte auch die Ursache für die Absage der Zweit- und Drittplatzierten gewesen sein. Wohl eher ein Dilemma für den Sender.Ich stelle mir mal vor das Gleiche wäre in Russland passiert. Ich glaube nicht, dass der ZON Kommentar versuchen würde die Schuld bei den Ukrainern zu suchen. Schon das Einreiseverbot für die russische Sängerin war ziemlich zweifelhaft, aber jetzt hat sich die Leitung des Senders eigentlich selbst disqualifiziert. Bei gleichem Verhalten anderer Erde man wahrscheinlich deren Ausschluss fordern.
	gustav noske
	Warum?Selbst der Präsident hat kein Problem damit, in und mit Russland Geschäfte zu machen.Der darf, Künstler nicht?
	Kalle54
	P.S. vor allem ist das umso absurder, wenn man sieht wie viele Ukrainer in Russland arbeiten, Fußballer dort spielen, usw.
	Sveti Yeti


	Due Ukraine und Russland fuehren Krieg? Ukrainische und russische Nationalisten fuehren Krieg in der Ost-Ukraine, so wuerde ich das nennen. Warum sehen wir eigentlich nie was von gefangen genommenen russischen Soldaten in der Ost-Ukraine? Gibt es die nicht? Oder koennte es sein das es da genauso viele US-Milizen wie Blackwater gibt die dort zugegen sind und welche bei gefangennahme gegen russische Soldaten ausgetauscht werden? Wuerde mich mal interessieren.
	HeT
	"Als Grund für die Absage führte der Sender eine "exzessive Politisierung des nationalen Vorentscheids" über die Teilnahme an. Hintergrund ist der Konflikt mit dem Nachbarn Russland."Grund ist, dass kein/e Sänger/in bereit war, Maruv zu ersetzen.Politisiert wurde es vom Moderator Pritula und der Jurorin Dschamala (ESC-Gewinnerin 2016). Dschamala hat es an der ESC-Teilnahme übrigens nicht gestört, dass sie 2014 Auftritte in Russland machte.
	Fremdhier
	Das Gift der Nationalisten wirkt. Nicht einmal einen Schlagerwettbewerb können sie mehr veranstalten.Aber so neu ist das ja nicht. Seit Jahren wird mit Argwohn beobachtet, wer wem wie viele Punkte fürs Tralala gibt. Und natürlich bilden sich da Cluster, egal wie schmalzig der Sangesbeitrag auch gewesen sein mag. Die Punktevergabe hat sich schon seit langem vom Gesang abgekoppelt.Nun kann man gut ohne die grelle Glitzershow leben, das Gift des Nationalismus aber bedroht uns alle.
	Tordenskjold
	Soll halt Swoboda oder OUN einen ihrer Knabenchors hinschicken. Die werden sich bestimmt nicht weigern Heil Ukraine aLieder zu singen, denn sie können gar keine anderen.
	Edelfeder
	Zum Thema Absage der Teilnahme der Ukraine am ESC: wenn ich das richtig verstanden habe, fand man in Kiew keinen Sängerkandidaten, der den patriotischen Anforderungen der aktuellen, nationalistischen und russophoben Regierung entsprach, bzw. keinen Kandidaten, der sich vor eben diesen nationalistischen Karren spannen lassen wollte. Sie wird aber sichtbar, die rechte, nationalistische Prägung der "neuen Ukraine", mit ihrer Verehrung des Nazikolaborateurs Bandera, auch wenn sie von westlichen Medien nicht so wahrgenommen wird.
	DoktorFaust
	Leider ist der gute Saienko vollkommen sinnlos gestorben. Ein korruptes System wurde einfach durch ein anderes korruptes System ersetzt. Für die leidende Bevölkerung hat sich nichts geändert. Das einzige ist das visafreie Einreisen in die EU.
	Orakel99
	Also Ihr Beitrag belegt doch am aller besten wie total sinnlos Herr Saienko gestorben ist.
	Orakel99
	„Fakt ist, dass die Ukraine noch deutlich korrupter als Russland ist“
Falsch, Fakt ist: https://www.laenderdaten....CPI Ukraine 2018 Rang 120, Russland Rang 139. Zum Vergleich: Dänemark Rang 1, Deutschland Rang 11.
	Griddlebone
	"des Herren, der den Untergang des Sovietreiches als grösste Katastrophe des 20. Jahrhunderts erklärte."
Ihr Zitat ist einfach falsch. Ich habe diese Rede auf russisch gesehen.Er sagte "die größte humanitäre!!! Katastrophe, weil Millionen Menschen plötzlich in einem anderen Land aufgewacht sind und Ausländer waren."Aber ich weiß, dass man bei Ihnen nicht mit Fakten kommen braucht
	kuwa21
	Es ist ja alles so toll in der Ukraine und den Leuten gehtes so supergut, wie vom Westen, insbesondere den USA verspochen, bevor sie beim gewaltsamen Regime-Change ihre Favoriten durchgesetezt haben. Deswegen ist Poroschenko so beliebt, das er wohl demnächst abgewält werden wird. Ohne westliche Milliarden-Unterstützung wäre die Ukraine längst Pleite. Hauptsache die USA sind bei ihrem Vorhaben, Russland zu umzingeln, wieder einen Schritt vorangekommen.
	hgbiwi
	https://www.youtube.com/w...
Die Schüsse aus dem Hinterhalt sind nach wie vor ungeklärt.


	Waltraud Gundlach
	Das wirft natürlich wieder einmal die Frage auf, wer eigentlich geschossen hat...
Es gibt eine wissenschaftliche Studie zu dem Thema Snipermorde, die von den Leitmedien totgeschwiegen wird, aber von der renommierten American Political Science Association in Form eines i-Posters veröffentlicht wurde. Sie ist unterfüttert mit dutzenden, auf Film aufgenommenen Zeugenaussagen:
https://apsa2018-apsa.ipo...
Ivan Katchanovskis Zusammenfassung:
"The Maidan massacre trial and investigation have revealed various evidence that at least the absolute majority of 49 killed and 157 wounded Maidan protesters on February 20, 2014 were massacred by snipers in Maidan-controlled buildings
Such evidence includes testimonies of the majority of wounded protesters and many witnesses, forensic medical and ballisitic examinations, and investigation own finding that about half of Maidan protesters were wounded from other locations than the Berkut police
Various indications of stonewalling of the Maidan massacre investigations and the trials by the Maidan government officials and by far right organizations"


	Reverend Wicks Cherrycoke
	"Various indications of the cover-up of much of the key evidence of the massacreSuch revelations from the Maidan massacre trials and investigations corroborate previous studies findings that this massacre was a false flag mass killing with involvement of elements of Maidan leadership and the far right and that it included the massacre of the policeThe puzzling misrepresentations of the Maidan massacre, its investigation, and the trial by Western media and governments require further research concerning reasons for such misrepresentation"Dies wäre allgemein bekannt, wenn diese Informationen, ebenso wie die über die Geständnisse der Georgier, von unseren Medien in Erfüllung ihres Auftrags verbreitet würden. Dies ist nicht der Fall.Warum das so ist, bedarf, wie Katchanovski feststellt, weiterer Recherche...udem gibt es natürlich die Geständnisse der Georgier. Aber auch darüber wird hier nicht berichtet
	Reverend Wicks Cherrycoke
	"Danach, nachdem die Polizisten an einem Tag mehr als 50 Bürger auf offener Straße niedergeschossen hatten, war die Ukraine ein anderes Land. "Das ist als Tatsachenfeststellung schlicht falsch. Allenfalls könnte man mit sehr, sehr viel gutem Willen sagen, das noch nicht klar ist, wer geschossen hat.
	Reverend Wicks Cherrycoke
	Das Nachbarland, das als "Diktatur" zu bezeichnen, falsch ist, hat auf einen vom Westen unterstützten gewaltsamen und von Banderisten mit einem Massaker unter falscher Flagge durchgesetzten Umsturz reagiert. Sie mögen die Reaktion falsch finden, aber eine Aggresion war es nicht.
	Reverend Wicks Cherrycoke
	Ein weiterer Ukrainer, der als Waffenverteiler auftrat, war laut Aussage des geständigen Nergadze der rechtsradikale Militante Volodymyr Parasyuk. Dieser führte eine Kampfgruppe des Rechten Sektors auf dem Maidan an und war es auch, der am 20. Februar eine Truppe aus dem ZDF-Hotelzimmer holte, die vor laufenden Kameras aus dem Fenster in Richtung Todeszone schoss (...). Auch ein Beteiligter dieser Schützengruppe wurde bereits als Kämpfer des rechtsradikalen Aidar-Bataillons identifiziert. Tags darauf drohte Kommandeur Parasiuk von der Maidanbühne aus dem Präsident Janukowitsch mit einem bewaffneten Sturm des Präsidentensitzes."
https://www.heise.de/tp/f...
Siehe auch Katchanovskis wissenschaftliche Studie, S. 21:
https://www.researchgate....'_Massacre_on_the_Maidan_in_Ukraine


	Reverend Wicks Cherrycoke
	Danke für den Hinweis auf Katchanovskis Artikel zur Krim! Ich kenne Texte zur Historie des Rechtsradikalismus in der Ukraine von ihm, aber was er zur Krim zu sagen hat, ist natürlich ebenfalls von Interesse.Es geht ja nicht darum, dass die eine Seite völlig falsch und die andere völlig richtig liegt. Was stört, sind die Auslassungen in der Berichterstattung, die systematisch im Sinne des offiziellen westlichen Narrativs erfolgen. Mit seiner Behauptung, die Polizei hätte die knapp 50 Menschen am 20. Februar erschossen, geht Dobbert allerdings über die bloße Auslassung deutlich hinaus...
	Reverend Wicks Cherrycoke
	Ich habe diesen langen Helden-Bericht durchgelesenen und mich ab und zu gefragt - was würde bei einem ähnlicher Bericht über einen „Gelbwesten“ Protestler zu lesen sein, der gemeinsam mit Verbündeten, auch Nationalisten, und intensivster Unterstützung fremder Regierungen - mit Molotowcocktails, Pflastersteinen und Schusswaffen gegen die Polizei und einen gewählten Präsidenten, kämpfen würde...
Ich glaube die „Heldenverehrung“ dieses Kämpfers, würde unterble.
	DoktorFaust
	Warum sollte das richtig sein?


	Neiße Grenze


	Russland ist in die Knie gegangen. Wann soll das gewesen sein?
	Neiße Grenze


	Im Text steht, dass die EU-Staaten bereits im Dezember erklärt haben, es gebe "keine Rechtfertigung für Russlands Einsatz von militärischer Gewalt", Herr Freiburger.Das hat ziemlich wenig zu sagen.
	HP15
	Und schon wieder falsch, Herr Freiburger."Wir" behaupten, dass Russland etwas Unrechtes getan hat.
Und die Anklage muss beweisen.


	HP15
	Ganz langsam nochmal für Sie, Herr Freiburger:Die drei ukrainischen Schiffe sind ohne Freigabe in von Russland kontrolliertes Seegebiet eingefahren.Und haben dort die Anweisungen der russischen Küstenwache ignoriert.Das reicht als Unrecht.
	HP15
	Mit der Sanktionswelle wird es schwindelnd.Helfen kann, die Sanktionen zu numerieren.
	Fremdhier
	Hauptsache gegen Russland.Sie widersprechen sich damit.Dass Sie in Ihrem Fanatismus gegen Russland Europa, insbesondere Deutschland, schwächen und gefährden, das blenden Sie aus. Sie wollen in Ihrer Verblendung den Ast absägen, auf dem Sie selber sitzen, und reden von eigenen Interessen. Sie erkennen nicht, Synergien zu nutzen und dadurch Frieden zu sichern. Die Lachenden sitzen auf anderen Kontinenten und brauchen nur abzufischen, was Europa übrig lässt.
	karlmue
	"Der Ukraine-Konflikt dauert mittlerweile knapp fünf Jahre an. Er war 2014 durch Russlands Unterstützung von Separatisten in der Ostukraine und die Einverleibung der ukrainischen Halbinsel Krim ausgelöst worden."
Der Konflikt wurde durch die Ukraine ausgelöst Die Unterstützung der Ostukraine geschah durch Russland nach dem die Ukraine ihre Armee gegen die eigne Bevölkerung eingesetzt hat. Diese Unterstützung dürfte der Westen ja auch nicht schlecht finden. Wir unterstützen ja auch in anderen Ländern die Menschen die gegen die regierung auch mit Waffengewalt kämpfen.Das bei einem gewaltsamen Umsturz ein Bürgerkrieg droht, wusste der Westen spätestens auf der Konferenz in Jalta ein Jahr vor dem Umsturz. Das die Autonome Republik Krim schon immer sich von der Ukraine loslösen wollte bezweifelt niemand. Es wird nur bei den anerkannten Völkerrechtler auch im Westen je nach Blickwinkel von Annexion oder Sezession geredet.Zu den Sanktionen wer annahm das die EU keine verhängen würde, nimmt auch an das die EU hier nicht eine Partei einer Seite ist. Es ist daher rein um Solidarität zu zeigen Aktionismus angesagt. Das die EU damit die Spirale ohne Not immer weiter treibt ist die andere Seite.
	Stedemokrat
	Zitat:
"Die EU-Staaten hatten bereits im Dezember ... erklärt, es gebe "keine Rechtfertigung für Russlands Einsatz von militärischer Gewalt". "Warum wird die Lesart der ukrainischen Seite so unkritisch übernommen? Es waren doch ukrainische MILITÄRboote die unangemeldet die Straße von Kertsch passieren wollten und auf friedliche Anrufe nicht reagiert haben.Es war, wie Russland beschreibt eine gewollte Provokation im ukrainischen Wahlkampf.Nun ja, die Sanktionen sind ja wohl eher symbolischer Natur und tun nicht wirklich weh. Allerdings ist die Lüge dahinter und die Schonung der Nationalisten in Kiew auf Dauer ein Problem für Europa.
	DoktorFaust
	https://www.youtube.com/w...
Die Schüsse auf dem Maidan werden bis heute nicht ernsthaft untersucht.
	Waltraud Gundlach
	...dort finden sie sogar artikel, die besagen, dass aids nur eine erfindung sei, und dass der 11. september von den usa geplant wurde,...Wenn diese Zeilen unterdrückt werden, handelt es sich um eine falsche Aussage/Lüge bezüglich der Quelle RUBIKON:." Das bedeutet gleichwohl nicht, dass das Dargestellte der Meinung oder Position der Redaktion entspricht: „Mein Herr, ich teile Ihre Meinung nicht, aber ich würde mein Leben dafür einsetzen, daß Sie sie äußern dürfen“ (Voltaire).
	Waltraud Gundlach
	https://www.youtube.com/w... Daniele Ganser
Hier geht´s um das Völkerrecht.
Alle Länder unterlassen den Einsatz von Gewalt!
	Waltraud Gundlach
	Wie " und "demokratisch-freiheitlich" die Ukrainer wählen, werden wir ja demnächst gewahr. Frau Timoschenko ist ja ein besonders edler Charakter - wie wir wissen. Mit Hilfe aus Berlin in Windeseile wieder "pumperlgsund" geworden. Ihre Wiederauferstehung wird, wie man hört, vermutlich mit einem Wahlerfolg enden.
	Waltraud Gundlach
	Obwohl es doch Geständnisse gibt:
https://www.rubikon.news/...
Interessant.
	Reverend Wicks Cherrycoke
	'kein "beleg" für die einmischung eines us-amerikanischen botschafters'Ich habe Ihr Zwiegespräch mit dem Mitforisten nicht genau verfolgt, aber die Einmischung von Geoffrey Pyatt ist durch das abgehörte Telefonat mit Victoria Nuland zweifelsfrei bewiesen. Darüber gibt es nichts mehr zu diskutieren:
https://www.bbc.com/news/... Ich persönlich finde besonders interessant, dass laut Spiegel der "Kommandant des Maidan" Andrij Parubij in den entscheidenden Tagen in ständigem telefonischem Kontakt mit der US-Botschaft stand.
	Reverend Wicks Cherrycoke
	Sorry..."Various indications of the cover-up of much of the key evidence of the massacre Such revelations from the Maidan massacre trials and investigations corroborate previous studies findings that this massacre was a false flag mass killing with involvement of elements of Maidan leadership and the far right and that it included the massacre of the policeThe puzzling misrepresentations of the Maidan massacre, its investigation, and the trial by Western media and governments require further research concerning reasons for such misrepresentation"Dies wäre allgemein bekannt, wenn diese Informationen, ebenso wie die über die Geständnisse der Georgier, von unseren Medien in Erfüllung ihres Auftrags verbreitet würden. Dies ist nicht der Fall.Warum das so ist, bedarf, wie Katchanovski feststellt, weiterer Recherche...
	Reverend Wicks Cherrycoke
	Ich antworte einfach mal auf Ihren Beitrag, denke aber, dass dies für alle interessant ist, die sich für das Thema interessieren.Es gibt eine wissenschaftliche Studie zu dem Thema Snipermorde, die von den Leitmedien totgeschwiegen wird, aber von der renommierten American Political Science Association in Form eines i-Posters veröffentlicht wurde. Sie ist unterfüttert mit dutzenden, auf Film aufgenommenen Zeugenaussagenhttps://apsa2018-apsa.ipo...Ivan Katchanovskis Zusammenfassung:"The Maidan massacre trial and investigation have revealed various evidence that at least the absolute majority of 49 killed and 157 wounded Maidan protesters on February 20, 2014 were massacred by snipers in Maidan-controlled buildingsSuch evidence includes testimonies of the majority of wounded protesters and many witnesses, forensic medical and ballisitic examinations, and investigation own finding that about half of Maidan protesters were wounded from other locations than the Berkut policeVarious indications of stonewalling of the Maidan massacre investigations and the trials by the Maidan government officials and by far right organizations"
Tbc Various indications of the cover-up of much of the key
	Reverend Wicks Cherrycoke
	Ich stimme mit Ihnen in allen Punkten überein -- Rubikon, Stefan Korinth, die überprüfbaren Primärquellen, auf die manche Foristen nie eingehen, weil sie es nicht können und stattdessen auf den Überbringer der schlechten Nachricht einschlagen müssen, und insbesondere die enorme Bedeutung, die die Ereignisse in Kiew hatten. Pointiert formuliert: Wäre der Westen von seiner Presse über den Faschisten Andrij Parubij aufgeklärt worden, befänden wir uns jetzt noch nicht ganz so weit auf dem Weg in eine Orwellsche Scheinrealität und zum Dritten Weltkrieg.
Zu den Morden noch zu empfehlen: Gabriel Gatehouse von der BBC:
https://www.bbc.com/news/...
https://www.bbc.com/news/...
https://www.youtube.com/w...
Auf die Schnelle...
	Reverend Wicks Cherrycoke
	Parasjuk (im ZDF-Bericht zu sehen) war zuerst an den Morden beteiligt und hat dann von der Maidan-Bühne herab Janukowitsch wegen der Morde ein Ultimatum gestellt.
Chapea
	Reverend Wicks Cherrycoke
	Sergei Pashinski wurde mit einem Scharfschützengewehr im Kofferraum gefilmt. Auch Nadia Sawtchenko hat ihn als Mittäter benannt.
	Reverend Wicks Cherrycoke
	Hier ist die israelische Reportage, in der drei Georgier gestehen, an den Scharfschützenmorden beteiligt gewesen zu sein, mit englischen Untertiteln:
https://www.youtube.com/w...
	

	Quellen sind die georgier die ausgepackt haben. Die Journalisten die sie interviewt haben."youtube-Filmchen von völlig ungeklärter Herkunft und Geschwurbel "Wut? Als Beweis für die russische buk im donbas war das ja noch gut genug. 
	Stetschkin
	Vielen Dank, denn hatte ich. Bitte geht doch, nun wird von Ihnen angegeben wo Sie die Primär Quellen kritisch sehen. Gut, dann erlauben Sie mir Ihnen wiederum zu zeigen, wo ich StopFake für falsch halte.
Zum ersten sagte Olga sie hätte die Leichen der Milizinäre nicht persönlich gesehen, und vermutete lediglich das die Schützen aus den Reihen der Opposition kämmen.
Wie im MONITOR erklärt wird vom Arzt Lisowoi (ab Minute 8) sagt aus, Opfer beider Seiten hätten Schussverletzungen des gleichen Kalibers (https://www1.wdr.de/daser...).
Dann erbringt StopFake angebliche beweise für Mamulashvilis Nichtanwesenheit auf dem Maidan, indem man eine Pressekonferenz mit ihm Zeigt wo er erzählt, das er zu dieser Zeit auf einen Weltcoup für Kampfsportarten gewesen sei. Er erwähnt zwar das diese Meisterschaft per TV übertragen wurde, jedenfalls konnte ich nichts davon finden wo er dort zu sehen wäre, auch StopFake erbringt dafür keinen Beweis für seine Anwesendheit bei den Meisterschaften. Wo genau hat jetzt StopFake einen Fake entkräftet? Ich jedenfalls sehe es nicht.
	Stetschkin
	Dann die Aussage Mamulashvili selbst:
„...Nämlich dass Mamuka Mamulashvili zu der Zeit physisch nicht in der Ukraine war, was auch leicht zu beweisen ist!"das so leicht zu beweisen ist, wo ist der Beweis? StopFake erbringt jedenfalls keinen.
"… Das Lustigste in dieser primitiven individuellen Handlung ist, dass die vorgeführten Georgier, nicht Englisch sprechen...und auch schlecht Russisch sprechen. Im Interview sagen sie aber, dass sie ständig in Kontakt mit den amerikanischen Soldaten waren und „seine Befehle ausgeführt haben.“ Interessant ist aber in welche Sprache die „Zeugen“ in der Lage waren, „Ihnen Befehle zu geben“.“Das kann ich jedenfalls nicht beurteilen ob er der Englischen Sprache mächtig ist oder nicht.eiter heißt es:"Unmittelbar nach dem Sieg des Maidan wurde der tatsächliche Besitzer der Waffe Piotr Barladin als Zeuge vorgeladen und das Gewehr wurden einer gerichtlichen ballistischen Untersuchung unterworfen. Der Fall im Kiewer Petschersker Gericht ist gegenwärtig noch nicht abgeschlossen. Die angeblichen „Pashinski-Sniper“, wie der Beitrag beginnt, haben aber mit den Vorfällen auf den Maidan wenig zu tun, da die gefundene Waffe definitiv nicht im Zusammenhang mit den Schüssen auf dem Maidan steht."
	Stetschkin
	Dann gehts weiter mit: "In dem Video werden knapp 70% der Morde und Verletzungen der Aktivisten aufgezeichnet. Wie deutlich erkennbar ist, wird von der Regierungsseite gezielt auf die Aktivisten geschossen. Das Video dient als Nachweis der Schuld der Regierungstruppen in der Erschießung von Aktivisten des Maidan. Anbei sehen Sie einen kurzen Auszug aus dem Video."Auf dem Video ist erkennbar das von Polizei seite auch auf Demonstranten geschossen wird, jedoch verschweigt StopFake die Tatsache, das auch eine andere Partei auf die Demonstranten geschossen hat. Betrachten Sie dazu die Reportage von MONITOR, ab Minute 3, sieht man einen Ausschitt wo ein "Demonstrant" der hinter einem Baum sitzt, von der anderen Seite aus getroffen wird, also nicht von den Milizionären. Diesen Ausschitt hat StopFake freilich nicht gezeigt. Seltsam aber auch."Seit zwei Jahren beschäftigen sich ukrainischen Gerichte mit Fällen der Erschießung von Demonstranten auf dem Maidan. Auf der Anklagebank sind 5 Mitarbeiter der sogenannten „schwarzen Gruppe von Berkut“. Weitere 21 ehemalige Berkut-Mitarbeiter..."
Wie MONITOR bereits richtig gestellt hat. Laut Aktivisten und Anwälten, vertuschen die Ukrainischen Behörden fleisig wo sie können. Daher kann man auch nichts anderes erwarten, das ausschießlich "Ermittlungen" gegen die Berkut Mitglieder aufgenommen werden, von Scharfschützen aus dem "Demonstranten" Lager scheinen die UA Behörden jedenfalls nichts wissen zu wollen.
	Stetschkin
	Woher wollen wir das wissen, dass das gefundene Jagdgewehr nicht im Zusammenhang mit den Schüssen auf dem Maidan steht? Beweise werden wider nicht erbracht. Aber bei der Gelegenheit verweise ich erneut auf denn Beitrag von MONITOR, wo sich Aktivisten und Anwälte beschweren über die unlaute Methoden der Behörden bei der Aufarbeitung des Falls. Daher kann man auch diesen Satz in die Tonne tretten."Parasyuk war nicht durchgehend auf dem Maidan und reiste häufig nach Lemberg, wo er lebte und auch arbeitete. Zur Klarstellung: In einem Interview, dass er am 24. Februar 2014 der Zeitung Ukr. Prawda gab, erklärt Parasyuk, er sei erst am Abend des 18. Februar mit seinem Vater nach Kiew aufgebrochen. An dem Tag als die Berkut-Truppen den Maidan betraten."Nun, das jedenfalls ist seine eigene Aussage. Ob das nun stimmt?Dann: "Wir haben dieses... ...unter dem Titel: „Ukraine: Snipers target police in Independence Square„ hochgeladen. >>>In den Kommentaren unter dem Video weisen Nutzer aber darauf zurecht darauf hin, dass diese Menschen kaum Scharfschützen genannt werden können, weil ihre Waffen Luftgewehre und Glock-Pistole mit Gummikugeln sind.<<<"Die Kommentatoren in Youtube sagen also es sind Luftgewehre und Gummikugelpistolen. DAS ist der Beweis den StopFake hier erbringt. Sehr, sehr mao."Das Video selbst lässt nicht klar werden, wer genau die drei schießenden Männer sind."
Sagt auch niemand das es sich um die besagten 3 Protagonisten handelt.
	Stetschkin
	Dann gehts weiter mit: "In dem Video werden knapp 70% der Morde und Verletzungen der Aktivisten aufgezeichnet. Wie deutlich erkennbar ist, wird von der Regierungsseite gezielt auf die Aktivisten geschossen. Das Video dient als Nachweis der Schuld der Regierungstruppen in der Erschießung von Aktivisten des Maidan. Anbei sehen Sie einen kurzen Auszug aus dem Video."Auf dem Video ist erkennbar das von Polizei seite auch auf Demonstranten geschossen wird, jedoch verschweigt StopFake die Tatsache, das auch eine andere Partei auf die Demonstranten geschossen hat. Betrachten Sie dazu die Reportage von MONITOR, ab Minute 3, sieht man einen Ausschitt wo ein "Demonstrant" der hinter einem Baum sitzt, von der anderen Seite aus getroffen wird, also nicht von den Milizionären. Diesen Ausschitt hat StopFake freilich nicht gezeigt. Seltsam aber auch."Seit zwei Jahren beschäftigen sich ukrainischen Gerichte mit Fällen der Erschießung von Demonstranten auf dem Maidan. Auf der Anklagebank sind 5 Mitarbeiter der sogenannten „schwarzen Gruppe von Berkut“. Weitere 21 ehemalige Berkut-Mitarbeiter..."
Wie MONITOR bereits richtig gestellt hat. Laut Aktivisten und Anwälten, vertuschen die Ukrainischen Behörden fleisig wo sie können. Daher kann man auch nichts anderes erwarten, das ausschießlich "Ermittlungen" gegen die Berkut Mitglieder aufgenommen werden, von Scharfschützen aus dem "Demonstranten" Lager scheinen die UA Behörden jedenfalls nichts wissen zu wollen.
	Stetschkin
	Rest des Artikels verkauft Aussagen von offizielen (unglaubwürdigen) ukrainischen Behörden, was jeder von halten soll, was er will.Das einzige was StopFake tatsächlich richtig gestellt hat, ist der wirklich extrem unseriös wirkende Ausweis von Nergadze. Mehr leider auch nicht.Übrigens, StopFake wurde bereits selbst dabei erwischt, fleisig Fakes zu verbreiten. Hier ein paar Beispiele (sofern Sie der Russischen/Ukranischen Sprache nicht mächtig sind, einfach Untertittel einschalten, ich empfehle auf Englisch):
https://www.youtube.com/w...
https://www.youtube.com/w...
https://www.youtube.com/w...
Zu erwähnen sei auch das StopFake eine von westlichen Geldgebern, am laufen gehaltenes Projekt sei, daher nicht wirklich Objektiv oder Unabhängig.
https://www.heise.de/tp/f...
	Stetschkin
	By the way. Mir fällt wider ein Artikel ein den ich schon lange nicht gelesen habe, aber sehr interessant. Die These, der Westen, allen voran die USA hätten den Putsch in der Ukraine zu verantworten, findet man in der Aussage des darmaligen Ukranischen Abgeordneten der Partei der Regionen Oleg Zarew.
http://xn--80ajoghfjyj0a....
Dort heist es:
Ein Abgeordneter der Regierungspartei der Regionen in der Ukraine, Oleg Tsarev, warf der US-Botschaft vor, "Revolutionäre" in der Republik für den späteren Sturz ihrer Führung ausgebildet zu haben. Darüber, wie "ukrainische Wahrheit" schreibt, sagte "regional" am Mittwoch, 20. November (2013), vom Podium des Parlaments. Tsarev zufolge könnte "mit der Unterstützung und direkten Beteiligung der amerikanischen Botschaft" ein Bürgerkrieg im Land entfesselt werden. Das entsprechende Projekt wird angeblich vom US-Botschafter Jeffrey Payette beaufsichtigt. Über einige Seminare im Rahmen dieses Projekts wurde der Stellvertreter von Aktivisten informiert, die es geschafft haben, an ihnen teilzunehmen. Nach ihren Angaben fanden die Veranstaltungen auf dem Territorium der amerikanischen Botschaft unter dem Deckmantel moderner Medien statt.
	Stetschkin
